priority,family,dataset_name,title_en,issued,metadata_modified,formats,resource_count,first_resource_url,catalog_url
P0,"demand_buildings,energiedashboard",energiedashboard-ch-fullstande-gasspeicher-eu,energiedashboard.ch: Gas storage levels EU,2022-12-14T00:00:00,2026-03-06T05:38:53.314834,CSV,1,https://www.bfe-ogd.ch/ogd102_fuellstand_gasspeicher.csv,https://opendata.swiss/en/dataset/energiedashboard-ch-fullstande-gasspeicher-eu
P0,electricity_balance,absatz-und-stromverbrauchswerte-von-elektro-und-elektronischen-gerate-in-der-schweiz,,2022-12-21T00:00:00,2025-12-11T04:00:47.401207,CSV,3,https://www.uvek-gis.admin.ch/BFE/ogd/109/ogd109_catalog_geraetekategorien.csv,https://opendata.swiss/en/dataset/absatz-und-stromverbrauchswerte-von-elektro-und-elektronischen-gerate-in-der-schweiz
P0,electricity_balance,ruckerstattung-nach-art-15b-eng-fur-stromintensive-endverbraucher,,2017-12-12T00:00:00,2025-03-18T10:49:16.272893,SERVICE,1,https://pubdb.bfe.admin.ch/de/suche?keywords=397,https://opendata.swiss/en/dataset/ruckerstattung-nach-art-15b-eng-fur-stromintensive-endverbraucher
P0,electricity_balance,schweizerische-elektrizitatsstatistik-aufteilung-des-endverbrauchs-nach-verbrauchergruppen,,2017-12-12T00:00:00,2025-03-18T10:49:16.647688,SERVICE,1,https://pubdb.bfe.admin.ch/de/suche?keywords=400,https://opendata.swiss/en/dataset/schweizerische-elektrizitatsstatistik-aufteilung-des-endverbrauchs-nach-verbrauchergruppen
P0,electricity_balance,schweizerische-elektrizitatsstatistik-aussenhandel-der-schweiz,,2021-07-05T00:00:00,2025-03-18T10:49:17.085071,SERVICE,1,https://pubdb.bfe.admin.ch/de/suche?keywords=687,https://opendata.swiss/en/dataset/schweizerische-elektrizitatsstatistik-aussenhandel-der-schweiz
P0,electricity_balance,schweizerische-elektrizitatsstatistik-aussenhandel-der-schweiz-mit-elektrizitat-nach-landern,,2017-12-12T00:00:00,2025-03-18T10:49:17.479070,SERVICE,1,https://pubdb.bfe.admin.ch/de/suche?keywords=332,https://opendata.swiss/en/dataset/schweizerische-elektrizitatsstatistik-aussenhandel-der-schweiz-mit-elektrizitat-nach-landern
P0,electricity_balance,schweizerische-gesamtenergiestatistik-erdolbilanz-der-schweiz,,2024-12-13T00:00:00,2025-12-11T04:00:37.101441,CSV,1,https://www.uvek-gis.admin.ch/BFE/ogd/124/ogd124_erdölbilanz.csv,https://opendata.swiss/en/dataset/schweizerische-gesamtenergiestatistik-erdolbilanz-der-schweiz
P0,electricity_balance,stromlandschaft-schweiz,,2022-04-04T00:00:00,2025-12-11T04:00:39.336747,CSV,1,https://www.uvek-gis.admin.ch/BFE/ogd/85/ogd85_stromlandschaft.csv,https://opendata.swiss/en/dataset/stromlandschaft-schweiz
P0,electricity_balance,wettbewerbliche-ausschreibungen-fuer-stromeffizienzmassnahmen-gefoerderte-programme-und-projekte,,2017-12-12T00:00:00,2025-03-18T10:49:19.858917,SERVICE,1,https://pubdb.bfe.admin.ch/de/suche?keywords=396,https://opendata.swiss/en/dataset/wettbewerbliche-ausschreibungen-fuer-stromeffizienzmassnahmen-gefoerderte-programme-und-projekte
P0,electricity_balance,wochenstatistik-elektrizitatsbilanz-erzeugung-und-abgabe-elektrischer-energie-in-der-schweiz,,2017-12-12T00:00:00,2025-12-11T04:00:51.898868,"CSV,SERVICE",2,https://pubdb.bfe.admin.ch/de/suche?keywords=412,https://opendata.swiss/en/dataset/wochenstatistik-elektrizitatsbilanz-erzeugung-und-abgabe-elektrischer-energie-in-der-schweiz
P0,"electricity_balance,demand_buildings",kehrichtverbrennungsanlagen-kva,Waste incineration plants (MWI),2019-09-24T00:00:00,2026-05-22T00:51:49.914449,"HTML,OCTET,XML",7,https://data.geo.admin.ch/ch.bfe.kehrichtverbrennungsanlagen/kehrichtverbrennungsanlagen/kehrichtverbrennungsanlagen_2056.csv.zip,https://opendata.swiss/en/dataset/kehrichtverbrennungsanlagen-kva
P0,"electricity_balance,demand_buildings",schweizerische-gesamtenergiestatistik,,2017-12-12T00:00:00,2025-03-18T10:49:07.160890,SERVICE,1,https://pubdb.bfe.admin.ch/de/suche?keywords=402,https://opendata.swiss/en/dataset/schweizerische-gesamtenergiestatistik
P0,"electricity_balance,demand_buildings",schweizerische-holzenergiestatistik,,2017-01-01T00:00:00,2025-03-18T10:49:17.943850,SERVICE,1,https://pubdb.bfe.admin.ch/de/suche?keywords=403,https://opendata.swiss/en/dataset/schweizerische-holzenergiestatistik
P0,"electricity_balance,demand_buildings",schweizerische-statistik-der-erneuerbaren-energien,,2017-12-12T00:00:00,2025-03-18T10:49:20.667423,SERVICE,1,https://pubdb.bfe.admin.ch/de/suche?keywords=404,https://opendata.swiss/en/dataset/schweizerische-statistik-der-erneuerbaren-energien
P0,"electricity_balance,demand_buildings",teilstatistik-spezielle-energetische-holznutzungen-feuerungen-und-motoren-fur-erneuerbare-abfalle,,2017-12-12T00:00:00,2025-03-18T10:49:18.419928,SERVICE,1,https://pubdb.bfe.admin.ch/de/suche?keywords=408,https://opendata.swiss/en/dataset/teilstatistik-spezielle-energetische-holznutzungen-feuerungen-und-motoren-fur-erneuerbare-abfalle
P0,"electricity_balance,demand_buildings",thermische-stromproduktion-inklusive-warmekraftkopplung-wkk-in-der-schweiz,,2017-12-12T00:00:00,2025-03-18T10:49:18.962862,SERVICE,1,https://pubdb.bfe.admin.ch/de/suche?keywords=409,https://opendata.swiss/en/dataset/thermische-stromproduktion-inklusive-warmekraftkopplung-wkk-in-der-schweiz
P0,"electricity_balance,demand_buildings,energiedashboard",energiedashboard-ch-tagliche-flusse-in-die-und-aus-der-schweiz-gas,energiedashboard.ch: Daily import and export flows (Gas),2022-12-14T00:00:00,2026-03-06T05:38:54.871103,CSV,1,https://www.bfe-ogd.ch/ogd101_gas_import_export.csv,https://opendata.swiss/en/dataset/energiedashboard-ch-tagliche-flusse-in-die-und-aus-der-schweiz-gas
P0,"electricity_balance,energiedashboard",energiedashboard-ch-landesverbrauch-und-endverbrauch,energiedashboard.ch - National and final consumption,2022-12-14T00:00:00,2026-02-26T01:12:12.118171,CSV,1,https://www.bfe-ogd.ch/ogd103_stromverbrauch_swissgrid_lv_und_endv.csv,https://opendata.swiss/en/dataset/energiedashboard-ch-landesverbrauch-und-endverbrauch
P0,"electricity_balance,energiedashboard",energiedashboard-ch-modellbasiert-geschatzter-landesverbrauch,energiedashboard.ch - Model-based estimated national consumption,2022-12-14T00:00:00,2026-04-29T05:21:18.841086,CSV,1,https://www.bfe-ogd.ch/ogd103_stromverbrauch_geschaetzt_swissgrid.csv,https://opendata.swiss/en/dataset/energiedashboard-ch-modellbasiert-geschatzter-landesverbrauch
P0,"electricity_balance,energiedashboard",energiedashboard-ch-monatliche-gas-nettoimporte-vsg,energiedashboard.ch: Monthly gas net imports VSG,2023-02-03T00:00:00,2026-03-06T05:38:59.208098,CSV,1,https://www.uvek-gis.admin.ch/BFE/ogd/111/ogd111_gas_nettoimport.csv,https://opendata.swiss/en/dataset/energiedashboard-ch-monatliche-gas-nettoimporte-vsg
P0,"electricity_balance,energiedashboard",energiedashboard-ch-stromverbrauch-prognose-sdsc,energiedashboard.ch - Power consumption forecast SDSC,2023-01-11T00:00:00,2026-02-26T01:12:10.407360,CSV,1,https://www.bfe-ogd.ch/ogd110_strom_verbrauch_prognose.csv,https://opendata.swiss/en/dataset/energiedashboard-ch-stromverbrauch-prognose-sdsc
P0,"electricity_balance,ev_mobility",ladebedarf-strombedarf-fur-steckerfahrzeuge-fur-das-jahr-2035,Electricity requirements for plug-in vehicles for the year 2035,2023-12-31T00:00:00,2026-05-11T08:51:53.317836,"HTML,OCTET,XML",11,https://data.geo.admin.ch/browser/index.html#/collections/ch.bfe.ladebedarfswelt/items/ladebedarfswelt,https://opendata.swiss/en/dataset/ladebedarf-strombedarf-fur-steckerfahrzeuge-fur-das-jahr-2035
P0,"electricity_balance,pv",bezugerinnen-und-bezuger-der-einspeisevergutung-kev,,2017-12-12T00:00:00,2025-12-11T04:00:51.868539,"CSV,SERVICE",2,https://pubdb.bfe.admin.ch/de/suche?keywords=383,https://opendata.swiss/en/dataset/bezugerinnen-und-bezuger-der-einspeisevergutung-kev
P0,"electricity_balance,pv",schweizerische-elektrizitatsbilanz-jahreswerte,,2017-12-12T00:00:00,2025-12-11T04:00:31.663393,CSV,1, https://www.uvek-gis.admin.ch/BFE/ogd/32/ogd32_elektrizitaetbilanz_jahreswerte.csv,https://opendata.swiss/en/dataset/schweizerische-elektrizitatsbilanz-jahreswerte
P0,"electricity_balance,pv",schweizerische-elektrizitatsstatistik-schweizerische-elektrizitatsbilanz-monatswerte,,2017-12-12T00:00:00,2025-12-11T04:00:52.837649,"CSV,SERVICE",2,https://pubdb.bfe.admin.ch/de/suche?keywords=401,https://opendata.swiss/en/dataset/schweizerische-elektrizitatsstatistik-schweizerische-elektrizitatsbilanz-monatswerte
P0,energiedashboard,energiedashboard-ch-tagliche-flusse-in-die-und-aus-der-schweiz-strom,energiedashboard.ch: Daily import and export flows (Electricity),2022-12-14T00:00:00,2026-03-06T05:38:57.056777,CSV,1,https://www.bfe-ogd.ch/ogd107_strom_import_export.csv,https://opendata.swiss/en/dataset/energiedashboard-ch-tagliche-flusse-in-die-und-aus-der-schweiz-strom
P0,hydro_reservoir,fullungsgrad-der-speicherseen-sonntag-24h-wochenbericht-speicherinhalt,,2017-12-12T00:00:00,2026-03-30T14:28:30.058325,"CSV,SERVICE",2,https://www.uvek-gis.admin.ch/BFE/ogd/17/ogd17_fuellungsgrad_speicherseen.csv,https://opendata.swiss/en/dataset/fullungsgrad-der-speicherseen-sonntag-24h-wochenbericht-speicherinhalt
P0,hydro_reservoir,gesamte-erzeugung-und-abgabe-elektrischer-energie-in-der-schweiz,,2017-12-12T00:00:00,2025-07-24T10:23:16.174664,SERVICE,1,https://pubdb.bfe.admin.ch/de/suche?keywords=390,https://opendata.swiss/en/dataset/gesamte-erzeugung-und-abgabe-elektrischer-energie-in-der-schweiz
P0,hydro_reservoir,kleinwasserkraftpotentiale-der-schweizer-gewasser,Potential of small hydropower plants in Switzerland,2010-01-01T00:00:00,2026-05-11T08:48:56.624722,"HTML,OCTET,XML",5,https://data.geo.admin.ch/ch.bfe.kleinwasserkraftpotentiale/kleinwasserkraftpotentiale/kleinwasserkraftpotentiale_2056.gpkg.zip,https://opendata.swiss/en/dataset/kleinwasserkraftpotentiale-der-schweizer-gewasser
P0,hydro_reservoir,statistik-der-wasserkraftanlagen-wasta,Statistics on hydropower plants (WASTA),2010-01-01T00:00:00,2026-05-22T00:55:35.008040,"HTML,OCTET,XML,ZIP",8,https://data.geo.admin.ch/ch.bfe.statistik-wasserkraftanlagen/statistik-wasserkraftanlagen/statistik-wasserkraftanlagen_2056.csv.zip,https://opendata.swiss/en/dataset/statistik-der-wasserkraftanlagen-wasta
P0,hydro_reservoir,stauanlagen-unter-bundesaufsicht,Dams under federal supervision,2011-07-02T00:00:00,2026-05-22T00:51:46.038064,"HTML,OCTET,XML",7,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,https://opendata.swiss/en/dataset/stauanlagen-unter-bundesaufsicht
P0,"hydro_reservoir,electricity_balance",karte-der-wasserkraftanlagen-der-schweiz,,2002-01-01T00:00:00,2025-12-11T04:00:41.253735,GEOTIFF,1,https://www.uvek-gis.admin.ch/BFE/ogd/120/ogd120_wasserkraftanlagen_karte.zip,https://opendata.swiss/en/dataset/karte-der-wasserkraftanlagen-der-schweiz
P0,"hydro_reservoir,pv,prices_market",referenz-marktpreise-fur-die-gleitende-marktpramie-gemass-art-30aquinquies-enfv,Reference market price for the floating market premium,2025-07-08T00:00:00,2026-04-17T06:45:04.614471,"CSV,PDF,XML",6,https://www.bfe-ogd.ch/ogd125_gmp_quartalspreise.csv,https://opendata.swiss/en/dataset/referenz-marktpreise-fur-die-gleitende-marktpramie-gemass-art-30aquinquies-enfv
P0,installed_capacity,kernkraftwerke,Nuclear Power Plants,2012-09-09T00:00:00,2026-05-22T00:55:05.291083,"HTML,OCTET,XML",7,https://data.geo.admin.ch/ch.bfe.kernkraftwerke/kernkraftwerke/kernkraftwerke_2056.csv.zip,https://opendata.swiss/en/dataset/kernkraftwerke
P0,installed_capacity,konzept-windenergie-grundlagenkarte-des-bundes-betreffend-die-hauptsachlichen-windpotenzialgebi,Wind energy concept – Swiss federal government basic map of main areas with wind-power potential,2017-06-28T00:00:00,2026-05-11T08:52:07.819966,"HTML,OCTET,XML",3,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,https://opendata.swiss/en/dataset/konzept-windenergie-grundlagenkarte-des-bundes-betreffend-die-hauptsachlichen-windpotenzialgebi
P0,installed_capacity,sachplan-geologische-tiefenlager,Sectoral Plan Deep Geological Repositories,2011-11-30T00:00:00,2026-05-22T00:50:55.947753,"HTML,OCTET,XML",5,https://data.geo.admin.ch/ch.bfe.sachplan-geologie-tiefenlager/sachplan-geologie-tiefenlager/sachplan-geologie-tiefenlager_2056.gpkg,https://opendata.swiss/en/dataset/sachplan-geologische-tiefenlager
P0,installed_capacity,windenergieanlagen,Wind energy plants,2014-06-01T00:00:00,2026-05-22T00:51:37.835697,"HTML,OCTET,XML",8,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,https://opendata.swiss/en/dataset/windenergieanlagen
P0,"installed_capacity,electricity_balance,pv,energiedashboard",energiedashboard-ch-stromproduktion-swissgrid,energiedashboard.ch: Electricity production Swissgrid,2022-12-14T00:00:00,2026-03-06T05:38:56.280557,CSV,1,https://www.bfe-ogd.ch/ogd104_stromproduktion_swissgrid.csv,https://opendata.swiss/en/dataset/energiedashboard-ch-stromproduktion-swissgrid
P0,"installed_capacity,pv",elektrizitatsproduktionsanlagen,Electricity production plants,2021-01-13T00:00:00,2026-05-22T00:51:56.216720,"HTML,OCTET,XML",6,https://data.geo.admin.ch/ch.bfe.elektrizitaetsproduktionsanlagen/csv/2056/ch.bfe.elektrizitaetsproduktionsanlagen.zip,https://opendata.swiss/en/dataset/elektrizitatsproduktionsanlagen
P0,"installed_capacity,pv",photovoltaik-grossanlagen-in-der-schweiz,Large-scale photovoltaic systems in Switzerland,,2026-06-04T00:51:41.348345,"HTML,OCTET,XML",6,https://data.geo.admin.ch/ch.bfe.photovoltaik-grossanlagen/csv/2056/ch.bfe.photovoltaik-grossanlagen.zip,https://opendata.swiss/en/dataset/photovoltaik-grossanlagen-in-der-schweiz
P0,"installed_capacity,pv,prices_market",preisszenarien-fur-die-einmalvergutung-von-photovoltaik-grossanlagen,,2023-08-25T00:00:00,2025-12-11T04:00:32.332714,"CSV,SERVICE",2,https://www.uvek-gis.admin.ch/BFE/ogd/121/ogd121_preisszenarien_einmalvergütung_photovoltaik_grossanlagen.csv,https://opendata.swiss/en/dataset/preisszenarien-fur-die-einmalvergutung-von-photovoltaik-grossanlagen
P0,"prices_market,energiedashboard",energiedashboard-ch-strompreis-spotmarkt-day-ahead-base,,2022-12-14T00:00:00,2026-05-19T05:40:35.506142,CSV,1,https://www.bfe-ogd.ch/ogd106_preise_strom_boerse.csv,https://opendata.swiss/en/dataset/energiedashboard-ch-strompreis-spotmarkt-day-ahead-base
P0,pv,einmalvergutung-fur-photovoltaikanlagen,One-time investment contributions for photovoltaic systems,2022-02-03T00:00:00,2025-12-11T04:00:26.602921,"CSV,SPARQL",2,https://www.uvek-gis.admin.ch/BFE/ogd/84/ogd84_einmalverguetung_fuer_photovoltaikanlagen.csv,https://opendata.swiss/en/dataset/einmalvergutung-fur-photovoltaikanlagen
P0,pv,solare-einstrahlung-auf-eine-30-nach-suden-geneigte-flache,Solar irradiation on a surface inclined 30° to the south,2024-02-15T00:00:00,2026-05-11T08:53:12.129562,"HTML,OCTET,XML",6,https://data.geo.admin.ch/ch.bfe.solarenergie-einstrahlung_30_grad/solarenergie-einstrahlung_30_grad/solarenergie-einstrahlung_30_grad_2056.gpkg.zip,https://opendata.swiss/en/dataset/solare-einstrahlung-auf-eine-30-nach-suden-geneigte-flache
P0,pv,solare-einstrahlung-auf-eine-75-nach-suden-geneigte-flache,Solar irradiation on a surface inclined 75° to the south,2024-02-15T00:00:00,2026-05-11T08:49:39.071467,"HTML,OCTET,XML",6,https://data.geo.admin.ch/ch.bfe.solarenergie-einstrahlung_75_grad/solarenergie-einstrahlung_75_grad/solarenergie-einstrahlung_75_grad_2056.gpkg.zip,https://opendata.swiss/en/dataset/solare-einstrahlung-auf-eine-75-nach-suden-geneigte-flache
P0,pv,solare-einstrahlung-auf-eine-90-nach-suden-geneigte-flache,Solar irradiation on a surface inclined 90° to the south,2024-02-15T00:00:00,2026-05-11T08:51:35.210191,"HTML,OCTET,XML",6,https://data.geo.admin.ch/ch.bfe.solarenergie-einstrahlung_90_grad/solarenergie-einstrahlung_90_grad/solarenergie-einstrahlung_90_grad_2056.gpkg.zip,https://opendata.swiss/en/dataset/solare-einstrahlung-auf-eine-90-nach-suden-geneigte-flache
P0,pv,solare-einstrahlung-auf-eine-horizontale-flache,Solar irradiation on a horizontal surface,2023-12-31T00:00:00,2026-05-11T08:52:11.864472,"HTML,OCTET,XML",6,https://data.geo.admin.ch/ch.bfe.solarenergie-einstrahlung_0_grad/solarenergie-einstrahlung_0_grad/solarenergie-einstrahlung_0_grad_2056.gpkg.zip,https://opendata.swiss/en/dataset/solare-einstrahlung-auf-eine-horizontale-flache
P0,pv,studie-winterstrom-aus-photovoltaik-produktionsprofile-aller-schweizer-gemeinden,,2019-08-21T00:00:00,2025-03-18T13:43:23.620215,CSV,12,https://s3-eu-west-1.amazonaws.com/data.geo.admin.ch/ch.bfe.solarenergie-eignung-daecher/StudieWinterstromSzenarien/csv/Szenario5_FA.zip,https://opendata.swiss/en/dataset/studie-winterstrom-aus-photovoltaik-produktionsprofile-aller-schweizer-gemeinden
P0,"pv,demand_buildings",eignung-von-hausdachern-fur-die-nutzung-von-sonnenenergie,Suitability of roofs for the use of solar energy,2015-08-27T00:00:00,2026-05-22T00:55:40.517339,"HTML,OCTET,XML",10,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,https://opendata.swiss/en/dataset/eignung-von-hausdachern-fur-die-nutzung-von-sonnenenergie
P0,"pv,demand_buildings",eignung-von-hausfassaden-fur-die-nutzung-von-sonnenenergie,Suitability of façades for the use of solar energy,2016-10-01T00:00:00,2026-05-22T00:49:36.495789,"HTML,OCTET,XML",10,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,https://opendata.swiss/en/dataset/eignung-von-hausfassaden-fur-die-nutzung-von-sonnenenergie
P0,"pv,demand_buildings",schweizerische-gesamtenergiestatistik-energiebilanz-der-erneuerbaren-energien-der-schweiz,,,2025-12-11T04:00:37.746268,CSV,1,https://www.uvek-gis.admin.ch/BFE/ogd/123/ogd123_Energiebilanz_erneuerbareEnergien.csv,https://opendata.swiss/en/dataset/schweizerische-gesamtenergiestatistik-energiebilanz-der-erneuerbaren-energien-der-schweiz
P0,"pv,demand_buildings",solarenergiepotenziale-der-schweizer-gemeinden,Solar energy potential of Swiss municipalities,2018-09-26T00:00:00,2025-12-11T04:00:30.390241,"CSV,JSON,XLS",3,https://www.uvek-gis.admin.ch/BFE/ogd/52/Solarenergiepotenziale_Gemeinden_Daecher_und_Fassaden.json,https://opendata.swiss/en/dataset/solarenergiepotenziale-der-schweizer-gemeinden
P0,"pv,ev_mobility,demand_buildings",verteilnetzkosten-strom,Electricity distribution grid costs,2023-07-18T00:00:00,2025-12-11T04:00:35.037896,CSV,3,https://www.uvek-gis.admin.ch/BFE/ogd/113/ogd113_kosten_netznutzung_endverbraucher.csv,https://opendata.swiss/en/dataset/verteilnetzkosten-strom
P0,"pv,prices_market",referenz-marktpreise-gemass-art-15-enfv,,2021-07-30T00:00:00,2026-04-17T06:44:51.549407,"CSV,PDF,XML",5,https://www.bfe-ogd.ch/ogd60_rmp_monatspreise.csv,https://opendata.swiss/en/dataset/referenz-marktpreise-gemass-art-15-enfv
P1,demand_buildings,2000-watt-areale,2000-Watt Sites,2014-07-01T00:00:00,2026-05-11T08:50:42.170256,"HTML,OCTET,XML",6,https://data.geo.admin.ch/ch.bfe.energiestaedte-2000watt-areale/csv/2056/ch.bfe.energiestaedte-2000watt-areale.zip,https://opendata.swiss/en/dataset/2000-watt-areale
P1,demand_buildings,anzahl-minergie-gebaude-in-gemeinden,Number of Minergie buildings per municipality,2022-04-19T00:00:00,2025-03-18T10:48:34.697133,CSV,1,https://data.geo.admin.ch/ch.bfe.minergiegebaeude/ogd/ogd91_minergiegebaeude_pro_gemeinde.csv,https://opendata.swiss/en/dataset/anzahl-minergie-gebaude-in-gemeinden
P1,demand_buildings,biogasanlagen,Biogas plants,2018-06-29T00:00:00,2026-05-22T00:54:58.205244,"HTML,OCTET,XML",6,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,https://opendata.swiss/en/dataset/biogasanlagen
P1,demand_buildings,das-gebaudeprogramm-quelldaten-der-kantone-fur-direkte-massnahmen,,2025-11-25T00:00:00,2026-05-29T07:45:37.007577,CSV,1,https://www.bfe-ogd.ch/ogd128_GebPrograme_rohdaten_Kanton_direktmassnahmen.csv,https://opendata.swiss/en/dataset/das-gebaudeprogramm-quelldaten-der-kantone-fur-direkte-massnahmen
P1,demand_buildings,das-gebaudeprogramm-quelldaten-der-kantone-fur-indirekte-massnahmen,,,2026-05-29T07:45:45.225242,CSV,1,https://www.bfe-ogd.ch/ogd126_GebPrograme_rohdaten_Kanton_indirektmassnahmen.csv,https://opendata.swiss/en/dataset/das-gebaudeprogramm-quelldaten-der-kantone-fur-indirekte-massnahmen
P1,demand_buildings,elektrizitatsverbrauch-der-ohmschen-widerstandsheizungen-in-den-privaten-haushalten,,2017-12-12T00:00:00,2025-03-18T10:49:13.442502,SERVICE,1,https://pubdb.bfe.admin.ch/de/suche?keywords=384,https://opendata.swiss/en/dataset/elektrizitatsverbrauch-der-ohmschen-widerstandsheizungen-in-den-privaten-haushalten
P1,demand_buildings,energiebilanz-der-schweiz,overall energy statistics: Switzerland energy balance,2023-07-07T00:00:00,2025-12-11T04:00:27.437306,"CSV,SPARQL",2,https://www.uvek-gis.admin.ch/BFE/ogd/115/ogd115_gest_bilanz.csv,https://opendata.swiss/en/dataset/energiebilanz-der-schweiz
P1,demand_buildings,energiestadte,Energy cities,2014-06-30T00:00:00,2026-05-11T08:53:01.531281,"HTML,OCTET,XML",5,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,https://opendata.swiss/en/dataset/energiestadte
P1,demand_buildings,forderprogramme-im-energiebereich,,2026-02-02T00:00:00,2026-04-29T05:21:24.286565,"CSV,JSON",2,https://www.bfe-ogd.ch/ogd_131_energy_franken.csv,https://opendata.swiss/en/dataset/forderprogramme-im-energiebereich
P1,demand_buildings,gebaudeprogramm-jahresbericht-und-jahresstatistik,,2017-12-12T00:00:00,2025-12-11T04:00:36.006229,"CSV,SERVICE,SPARQL",9,https://www.uvek-gis.admin.ch/BFE/ogd/18/ogd18_gebaeudeprogramm_auszahlungen.csv,https://opendata.swiss/en/dataset/gebaudeprogramm-jahresbericht-und-jahresstatistik
P1,demand_buildings,globalbeitrage-an-die-kantone-nach-art-15-eng-wirkungsanalyse-kantonaler-forderprogramme-ergebnisse,,2017-12-12T00:00:00,2025-03-18T10:49:07.540458,SERVICE,1,https://pubdb.bfe.admin.ch/de/suche?keywords=391,https://opendata.swiss/en/dataset/globalbeitrage-an-die-kantone-nach-art-15-eng-wirkungsanalyse-kantonaler-forderprogramme-ergebnisse
P1,demand_buildings,grundwasserwarmenutzungspotenzial,Groundwater heat utilisation potential,2023-12-31T00:00:00,2026-05-11T08:50:46.837767,"HTML,OCTET,XML",4,https://data.geo.admin.ch/ch.bfe.grundwasserwaermenutzungspotenzial/Grundwasserwaermenutzungspotenzial.gpkg,https://opendata.swiss/en/dataset/grundwasserwarmenutzungspotenzial
P1,demand_buildings,impulsberatung-erneuerbar-heizen,Heating with renewables: Detached homes and apartment blocks with up to 6 apartments,2019-08-08T00:00:00,2026-05-11T08:52:20.377946,"HTML,OCTET,XML",7,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,https://opendata.swiss/en/dataset/impulsberatung-erneuerbar-heizen
P1,demand_buildings,impulsberatung-erneuerbar-heizen-mfh-mit-mehr-als-6-wohneinheiten,Heating with renewables: Apartment blocks with more than 6 apartments,2021-03-17T00:00:00,2026-05-11T08:49:09.351664,"HTML,OCTET,XML",6,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,https://opendata.swiss/en/dataset/impulsberatung-erneuerbar-heizen-mfh-mit-mehr-als-6-wohneinheiten
P1,demand_buildings,markterhebung-sonnenenergie-teilstatistik-der-schweizerischen-statistik-der-erneuerbaren-energien,,2017-12-12T00:00:00,2025-03-18T10:49:15.899794,SERVICE,1,https://pubdb.bfe.admin.ch/de/suche?keywords=395,https://opendata.swiss/en/dataset/markterhebung-sonnenenergie-teilstatistik-der-schweizerischen-statistik-der-erneuerbaren-energien
P1,demand_buildings,monatliche-heizgradtage-und-kuhlgradtage-in-der-schweiz-gewichtet,,2026-02-06T00:00:00,2026-02-28T05:49:01.223300,CSV,1,https://www.bfe-ogd.ch/ogd105_heizgradtage_k%C3%BChlgradtage.csv,https://opendata.swiss/en/dataset/monatliche-heizgradtage-und-kuhlgradtage-in-der-schweiz-gewichtet
