date,hour,price_lear,price_p10,price_p90,n_windows,mlp_used,fm_used,fm_raw_price,timestamp,days_ahead
2026-04-02,1,135.25621347696344,146.21594025066443,173.4947564278933,5,True,True,127.37106323242188,2026-04-01 23:00:00+00:00,6
2026-04-02,2,133.19774947173062,113.1216986241636,137.46111132536774,5,True,True,127.20884704589844,2026-04-02 00:00:00+00:00,6
2026-04-02,3,132.57608939202646,113.91755695539156,135.94268957451794,5,True,True,128.40948486328125,2026-04-02 01:00:00+00:00,6
2026-04-02,4,133.323949090568,121.94683032786287,148.12343934108088,5,True,True,134.77938842773438,2026-04-02 02:00:00+00:00,6
2026-04-02,5,140.79049279910282,131.9323647833144,166.39429112432285,5,True,True,143.79100036621094,2026-04-02 03:00:00+00:00,6
2026-04-02,6,150.09655497422645,142.11639272198872,198.63413330311417,5,True,True,148.8526611328125,2026-04-02 04:00:00+00:00,6
2026-04-02,7,160.8876367408119,120.3009443455636,173.4577348185037,5,True,True,143.91114807128906,2026-04-02 05:00:00+00:00,6
2026-04-02,8,149.90181445728692,126.04405501874882,186.90169738539086,5,True,True,135.35885620117188,2026-04-02 06:00:00+00:00,6
2026-04-02,9,143.2849862314033,116.4134042872376,152.2970508557147,5,True,True,127.95082092285156,2026-04-02 07:00:00+00:00,6
2026-04-02,10,143.01548212420823,111.29535811316458,150.9546508315771,5,True,True,120.81044006347656,2026-04-02 08:00:00+00:00,6
2026-04-02,11,128.90376948505966,119.00421972870426,149.20387965108068,5,True,True,111.05964660644531,2026-04-02 09:00:00+00:00,6
2026-04-02,12,116.91378610504621,77.82462709191367,139.41637039275759,5,True,True,114.38357543945312,2026-04-02 10:00:00+00:00,6
2026-04-02,13,120.33617767182199,113.27266807994336,139.38547129281935,5,True,True,120.07286071777344,2026-04-02 11:00:00+00:00,6
2026-04-02,14,115.39222868530193,95.41469440211353,162.53588110444633,5,True,True,127.40011596679688,2026-04-02 12:00:00+00:00,6
2026-04-02,15,132.8171229282213,104.80085281232064,146.3921107918027,5,True,True,135.74822998046875,2026-04-02 13:00:00+00:00,6
2026-04-02,16,144.88139565322166,119.74614053715638,152.38882217504184,5,True,True,145.1896514892578,2026-04-02 14:00:00+00:00,6
2026-04-02,17,156.6329396491752,127.40852336115462,196.62595867070291,5,True,True,153.6060791015625,2026-04-02 15:00:00+00:00,6
2026-04-02,18,154.17455824334337,132.36109591431295,167.90274616304788,5,True,True,155.04061889648438,2026-04-02 16:00:00+00:00,6
2026-04-02,19,160.6988459055468,137.84126562517986,220.003654441683,5,True,True,147.65829467773438,2026-04-02 17:00:00+00:00,6
2026-04-02,20,143.91733161316662,134.55012131980595,157.61460624904396,5,True,True,141.82423400878906,2026-04-02 18:00:00+00:00,6
2026-04-02,21,138.089509242441,121.99728959746048,155.82062568828744,5,True,True,137.5625457763672,2026-04-02 19:00:00+00:00,6
2026-04-02,22,138.07615961943822,135.28484242770077,192.0739181734932,5,True,True,133.0139923095703,2026-04-02 20:00:00+00:00,6
2026-04-02,23,134.65368483046262,126.29952839190658,165.22745773757248,5,True,True,131.5465087890625,2026-04-02 21:00:00+00:00,6
2026-04-03,0,128.3244254740161,119.03205788141932,135.34377767475482,5,True,True,129.9507598876953,2026-04-02 22:00:00+00:00,7
2026-04-03,1,131.7605902210028,148.2692353970942,167.58910490567283,5,True,True,128.0583038330078,2026-04-02 23:00:00+00:00,7
2026-04-03,2,127.1938793150334,116.02959065814396,132.88954597501927,5,True,True,127.687744140625,2026-04-03 00:00:00+00:00,7
2026-04-03,3,128.07210012888768,111.77959411095965,131.4093023138764,5,True,True,129.4684295654297,2026-04-03 01:00:00+00:00,7
2026-04-03,4,126.38647178263697,120.736148353721,142.40559909926836,5,True,True,135.0372314453125,2026-04-03 02:00:00+00:00,7
2026-04-03,5,133.7272842756747,126.27159787293881,160.66852726565594,5,True,True,144.09519958496094,2026-04-03 03:00:00+00:00,7
2026-04-03,6,139.76778236437275,136.4140551176617,174.77924644508892,5,True,True,148.3843536376953,2026-04-03 04:00:00+00:00,7
2026-04-03,7,143.99540437532835,112.02842074158215,151.37341665983755,5,True,True,142.7615966796875,2026-04-03 05:00:00+00:00,7
2026-04-03,8,134.14867990969367,105.28404247917618,161.58007949022343,5,True,True,136.2954864501953,2026-04-03 06:00:00+00:00,7
2026-04-03,9,133.5481188761901,105.28610890939083,135.13683830530547,5,True,True,127.64225006103516,2026-04-03 07:00:00+00:00,7
2026-04-03,10,132.50505522120847,118.66105740870398,140.61798164898454,5,True,True,119.44694519042969,2026-04-03 08:00:00+00:00,7
2026-04-03,11,121.16530010543563,140.51100364253716,142.17592739966938,5,True,True,111.0108642578125,2026-04-03 09:00:00+00:00,7
2026-04-03,12,105.0555993660206,100.36697616720731,131.30007954341372,5,True,True,112.56976318359375,2026-04-03 10:00:00+00:00,7
2026-04-03,13,110.53020673275704,133.47058481524903,130.19624143128453,5,True,True,119.16231536865234,2026-04-03 11:00:00+00:00,7
2026-04-03,14,102.90856747017654,115.41248301403162,158.97351741457283,5,True,True,126.37605285644531,2026-04-03 12:00:00+00:00,7
